Symbol,Date,Close,High,Low,Open,Volume
AAPL,2017-09-04,164.05,164.05,164.05,164.05,0
AAPL,2017-09-05,162.08,164.25,160.56,163.75,29536314
AAPL,2017-09-06,161.91,162.99,160.52,162.71,21651726
AAPL,2017-09-07,161.26,162.24,160.36,162.09,21928502
AAPL,2017-09-08,158.63,161.15,158.53,160.86,28611535
AAPL,2017-09-11,161.5,162.05,159.89,160.5,31580798
AAPL,2017-09-12,160.86,163.96,158.77,162.61,71714046
AAPL,2017-09-13,159.65,159.96,157.91,159.87,44907361
AAPL,2017-09-14,158.28,159.4,158.09,158.99,23760749
AAPL,2017-09-15,159.88,160.97,158.0,158.47,49114602
AAPL,2017-09-18,158.67,160.5,157.995,160.11,28269435
AAPL,2017-09-19,158.73,159.77,158.44,159.51,20810632
AAPL,2017-09-20,156.07,158.26,153.83,157.9,52951364
AAPL,2017-09-21,153.39,155.8,152.75,155.8,37511661
AAPL,2017-09-22,151.89,152.27,150.56,152.02,46645443
AAPL,2017-09-25,150.55,151.83,149.16,149.99,44387336
AAPL,2017-09-26,153.14,153.92,151.69,151.78,36660045
AAPL,2017-09-27,154.23,154.7189,153.54,153.8,25504227
AAPL,2017-09-28,153.28,154.28,152.7,153.89,22005455
AAPL,2017-09-29,154.12,154.13,152.0,153.21,26299810
AAPL,2017-10-02,153.81,154.45,152.72,154.26,18698842
AAPL,2017-10-03,154.48,155.09,153.91,154.01,16230293
AAPL,2017-10-04,153.48,153.86,152.46,153.63,20163750
AAPL,2017-10-05,155.39,155.44,154.05,154.18,21283769
AAPL,2017-10-06,155.3,155.49,154.56,154.97,17407558
AAPL,2017-10-09,155.84,156.73,155.485,155.81,16262923
AAPL,2017-10-10,155.9,158.0,155.1,156.055,15617014
AAPL,2017-10-11,156.55,156.98,155.75,155.97,16905640
AAPL,2017-10-12,156.0,157.37,155.7299,156.35,16125053
AAPL,2017-10-13,156.99,157.28,156.41,156.73,16394188
AAPL,2017-10-16,159.88,160.0,157.65,157.9,24121452
AAPL,2017-10-17,160.47,160.87,159.23,159.78,18997275
AAPL,2017-10-18,159.76,160.71,159.6,160.42,16374164
AAPL,2017-10-19,155.98,157.08,155.02,156.75,42584166
AAPL,2017-10-20,156.25,157.75,155.96,156.61,23974146
AAPL,2017-10-23,156.17,157.69,155.5,156.89,21984327
AAPL,2017-10-24,157.1,157.42,156.2,156.29,17757230
AAPL,2017-10-25,156.41,157.55,155.27,156.91,21207098
AAPL,2017-10-26,157.41,157.8295,156.78,157.23,17000469
AAPL,2017-10-27,163.05,163.6,158.7,159.29,44454160
AAPL,2017-10-30,166.72,168.07,163.72,163.89,44700772
AAPL,2017-10-31,169.04,169.6499,166.94,167.9,36046828
AAPL,2017-11-01,166.89,169.94,165.61,169.87,33637762
AAPL,2017-11-02,168.11,168.5,165.28,167.64,41393373
AAPL,2017-11-03,172.5,174.26,171.12,174.0,59398631
AAPL,2017-11-06,174.25,174.99,171.72,172.365,35026306
AAPL,2017-11-07,174.81,175.25,173.6,173.91,24361485
AAPL,2017-11-08,176.24,176.24,174.33,174.66,24409527
AAPL,2017-11-09,175.88,176.095,173.14,175.11,29482596
AAPL,2017-11-10,174.67,175.38,174.27,175.11,25145500
AAPL,2017-11-13,173.97,174.5,173.4,173.5,16982080
AAPL,2017-11-14,171.34,173.48,171.18,173.04,24782487
AAPL,2017-11-15,169.08,170.3197,168.38,169.97,29158070
AAPL,2017-11-16,171.1,171.87,170.3,171.18,23637484
AAPL,2017-11-17,170.15,171.39,169.64,171.04,21899544
AAPL,2017-11-20,169.98,170.56,169.56,170.29,16262447
AAPL,2017-11-21,173.14,173.7,170.78,170.78,25131295
AAPL,2017-11-22,174.96,175.0,173.05,173.36,25588925
AAPL,2017-11-23,174.96,174.96,174.96,174.96,0
AAPL,2017-11-24,174.97,175.5,174.6459,175.1,14026673
AAPL,2017-11-27,174.09,175.08,173.34,175.05,20716802
AAPL,2017-11-28,173.07,174.87,171.86,174.3,26428802
AAPL,2017-11-29,169.48,172.92,167.16,172.63,41666364
AAPL,2017-11-30,171.85,172.14,168.44,170.43,41527218
AAPL,2017-12-01,171.05,171.67,168.5,169.95,39759288
AAPL,2017-12-04,169.8,172.62,169.63,172.48,32542385
AAPL,2017-12-05,169.64,171.52,168.4,169.06,27350154
AAPL,2017-12-06,169.01,170.2047,166.46,167.5,28560000
AAPL,2017-12-07,169.32,170.44,168.91,169.03,25673308
AAPL,2017-12-08,169.37,171.0,168.82,170.49,23355231
AAPL,2017-12-11,172.67,172.89,168.79,169.2,35273759
AAPL,2017-12-12,171.7,172.39,171.461,172.15,19409230
AAPL,2017-12-13,172.27,173.54,172.0,172.5,23818447
AAPL,2017-12-14,172.22,173.13,171.65,172.4,20476541
AAPL,2017-12-15,173.97,174.17,172.46,173.63,40169307
AAPL,2017-12-18,176.42,177.2,174.86,174.88,29421114
AAPL,2017-12-19,174.54,175.39,174.09,175.03,27436447
AAPL,2017-12-20,174.35,175.42,173.25,174.87,23475649
AAPL,2017-12-21,175.01,176.02,174.1,174.17,20949896
AAPL,2017-12-22,175.01,175.424,174.5,174.68,16349443
AAPL,2017-12-25,175.01,175.01,175.01,175.01,0
AAPL,2017-12-26,170.57,171.47,169.679,170.8,33185536
AAPL,2017-12-27,170.6,170.78,169.71,170.1,21498213
AAPL,2017-12-28,171.08,171.85,170.48,171.0,16480187
AAPL,2017-12-29,169.23,170.59,169.22,170.52,25999922
AAPL,2018-01-01,169.23,169.23,169.23,169.23,0
AAPL,2018-01-02,172.26,172.3,169.26,170.16,25555934
AAPL,2018-01-03,172.23,174.55,171.96,172.53,29517899
AAPL,2018-01-04,173.03,173.47,172.08,172.54,22434597
AAPL,2018-01-05,175.0,175.37,173.05,173.44,23660018
AAPL,2018-01-08,174.35,175.61,173.93,174.35,20567766
AAPL,2018-01-09,174.33,175.06,173.41,174.55,21583997
AAPL,2018-01-10,174.29,174.3,173.0,173.16,23959895
AAPL,2018-01-11,175.28,175.4886,174.49,174.59,18667729
AAPL,2018-01-12,177.09,177.36,175.65,176.18,25418080
AAPL,2018-01-15,177.09,177.09,177.09,177.09,0
AAPL,2018-01-16,176.19,179.39,176.14,177.9,29565947
AAPL,2018-01-17,179.1,179.25,175.07,176.15,34386836
AAPL,2018-01-18,179.26,180.1,178.25,179.37,31193352
AAPL,2018-01-19,178.46,179.58,177.41,178.61,32425067
AAPL,2018-01-22,177.0,177.78,176.6016,177.3,27108551
AAPL,2018-01-23,177.04,179.44,176.82,177.3,32689146
AAPL,2018-01-24,174.22,177.3,173.2,177.25,51105090
AAPL,2018-01-25,171.11,174.95,170.53,174.505,41529004
AAPL,2018-01-26,171.51,172.0,170.06,172.0,39143011
AAPL,2018-01-29,167.96,170.16,167.07,170.16,50640406
AAPL,2018-01-30,166.97,167.37,164.7,165.525,46048185
AAPL,2018-01-31,167.43,168.4417,166.5,166.87,32478930
AAPL,2018-02-01,167.78,168.62,166.76,167.165,47230787
AAPL,2018-02-02,160.5,166.8,160.1,166.0,86593825
AAPL,2018-02-05,156.49,163.88,156.0,159.1,72738522
AAPL,2018-02-06,163.03,163.72,154.0,154.83,68243838
AAPL,2018-02-07,159.54,163.4,159.0685,163.085,51608580
AAPL,2018-02-08,155.15,161.0,155.03,160.29,54390516
AAPL,2018-02-09,156.41,157.89,150.24,157.07,70672608
AAPL,2018-02-12,162.71,163.89,157.51,158.5,60819539
AAPL,2018-02-13,164.34,164.75,161.65,161.95,32549163
AAPL,2018-02-14,167.37,167.54,162.88,163.045,40644933
AAPL,2018-02-15,172.99,173.09,169.0,169.79,51147171
AAPL,2018-02-16,172.43,174.82,171.77,172.36,40176091
AAPL,2018-02-19,172.43,172.43,172.43,172.43,0
AAPL,2018-02-20,171.85,174.26,171.42,172.05,33930540
AAPL,2018-02-21,171.07,174.12,171.01,172.83,37471623
AAPL,2018-02-22,172.5,173.95,171.71,171.8,30991940
AAPL,2018-02-23,175.5,175.65,173.54,173.67,33812360
AAPL,2018-02-26,178.97,179.39,176.21,176.35,38162174
AAPL,2018-02-27,178.39,180.48,178.16,179.1,38928125
AAPL,2018-02-28,178.12,180.615,178.05,179.26,37782138
AAPL,2018-03-01,175.0,179.775,172.66,178.54,48801970
AAPL,2018-03-02,176.21,176.3,172.45,172.8,38453950
AAPL,2018-03-05,176.82,177.74,174.52,175.21,28401366
AAPL,2018-03-06,176.67,178.25,176.13,177.91,23788506
AAPL,2018-03-07,175.03,175.85,174.27,174.94,31703462
AAPL,2018-03-08,176.94,177.12,175.07,175.48,23774107
AAPL,2018-03-09,179.98,180.0,177.39,177.96,32185162
AAPL,2018-03-12,181.72,182.39,180.21,180.29,32207081
AAPL,2018-03-13,179.97,183.5,179.24,182.59,31693529
AAPL,2018-03-14,178.44,180.52,177.81,180.32,29368356
AAPL,2018-03-15,178.65,180.24,178.0701,178.5,22743798
AAPL,2018-03-16,178.02,179.12,177.62,178.65,39404688
AAPL,2018-03-19,175.3,177.47,173.66,177.32,33446771
AAPL,2018-03-20,175.24,176.8,174.94,175.24,19649350
AAPL,2018-03-21,171.27,175.09,171.26,175.04,37054935
AAPL,2018-03-22,168.85,172.68,168.6,170.0,41490767
AAPL,2018-03-23,164.94,169.92,164.94,168.39,41028784
AAPL,2018-03-26,172.77,173.1,166.44,168.07,37541236
AAPL,2018-03-27,168.34,175.15,166.92,173.68,40922579
AAPL,2018-03-28,166.48,170.02,165.19,167.25,41668545
AAPL,2018-03-29,167.78,171.75,166.9,167.805,38398505
AAPL,2018-03-30,167.78,167.78,167.78,167.78,0
AAPL,2018-04-02,166.68,168.94,164.47,167.88,37586791
AAPL,2018-04-03,168.39,168.7455,164.88,167.64,30278046
AAPL,2018-04-04,171.61,172.01,164.77,164.88,34605489
AAPL,2018-04-05,172.8,174.2304,172.08,172.58,26933197
AAPL,2018-04-06,168.38,172.48,168.2,170.97,35005290
AAPL,2018-04-09,170.05,173.09,169.845,169.88,29017718
AAPL,2018-04-10,173.25,174.0,171.53,173.0,28614241
AAPL,2018-04-11,172.44,173.9232,171.7,172.23,22431640
AAPL,2018-04-12,174.14,175.0,173.04,173.41,22889285
AAPL,2018-04-13,174.73,175.84,173.85,174.78,25124255
AAPL,2018-04-16,175.82,176.19,174.8301,175.0301,21578420
AAPL,2018-04-17,178.24,178.9365,176.41,176.49,26605442
AAPL,2018-04-18,177.84,178.82,176.88,177.81,20754538
AAPL,2018-04-19,172.8,175.39,172.66,174.95,34808800
AAPL,2018-04-20,165.72,171.2184,165.43,170.595,65491140
AAPL,2018-04-23,165.24,166.92,164.09,166.8348,36515477
AAPL,2018-04-24,162.94,166.33,161.2201,165.67,33692017
AAPL,2018-04-25,163.65,165.42,162.41,162.62,28382084
AAPL,2018-04-26,164.22,165.73,163.37,164.12,27963014
AAPL,2018-04-27,162.32,164.33,160.63,164.0,35655839
AAPL,2018-04-30,165.26,167.26,161.84,162.1302,42427424
AAPL,2018-05-01,169.1,169.2,165.27,166.4102,53569376
AAPL,2018-05-02,176.57,177.75,173.8,175.225,66539371
AAPL,2018-05-03,176.89,177.5,174.4411,175.88,34068180
AAPL,2018-05-04,183.83,184.25,178.17,178.25,56201317
AAPL,2018-05-07,185.16,187.67,184.75,185.18,42451423
AAPL,2018-05-08,186.05,186.22,183.665,184.99,28402777
AAPL,2018-05-09,187.36,187.4,185.22,186.55,23211241
AAPL,2018-05-10,190.04,190.37,187.65,187.74,27989289
AAPL,2018-05-11,188.59,190.06,187.45,189.49,26212221
AAPL,2018-05-14,188.15,189.53,187.86,189.01,20778772
AAPL,2018-05-15,186.44,187.07,185.1,186.78,23695159
AAPL,2018-05-16,188.18,188.46,186.0,186.07,19183064
AAPL,2018-05-17,186.99,188.91,186.36,188.0,17294029
AAPL,2018-05-18,186.31,187.8102,186.13,187.19,18297728
AAPL,2018-05-21,187.63,189.27,186.9106,188.0,18400787
AAPL,2018-05-22,187.16,188.88,186.78,188.375,15240704
AAPL,2018-05-23,188.36,188.5,185.76,186.35,20058415
AAPL,2018-05-24,188.15,188.84,186.21,188.77,20330134
AAPL,2018-05-25,188.58,189.65,187.65,188.23,17460963
AAPL,2018-05-28,188.58,188.58,188.58,188.58,0
AAPL,2018-05-29,187.9,188.75,186.87,187.6,22514075
AAPL,2018-05-30,187.5,188.0,186.78,187.72,18430891
AAPL,2018-05-31,186.87,188.23,186.14,187.22,26884365
AAPL,2018-06-01,190.24,190.26,187.75,187.9912,23442510
AAPL,2018-06-04,191.83,193.42,191.35,191.635,26096348
